PROVIDER;DESCRIPTION;SUBSCRIPTIONID;ASSESSMENTDATE;REQUIREMENTS_ID;REQUIREMENTS_NAME;REQUIREMENTS_DESCRIPTION;REQUIREMENTS_TACTICS;REQUIREMENTS_SUBTECHNIQUES;REQUIREMENTS_PLATFORMS;REQUIREMENTS_TECHNIQUEURL;REQUIREMENTS_ATTRIBUTES_SERVICES;REQUIREMENTS_ATTRIBUTES_CATEGORIES;REQUIREMENTS_ATTRIBUTES_VALUES;REQUIREMENTS_ATTRIBUTES_COMMENTS;STATUS;STATUSEXTENDED;RESOURCEID;CHECKID;MUTED;RESOURCENAME;LOCATION 
azure;MITRE ATT&CK® is a globally-accessible knowledge base of adversary tactics and techniques based on real-world observations. The ATT&CK knowledge base is used as a foundation for the development of specific threat models and methodologies in the private sector, in government, and in the cybersecurity product and service community.;137ea479-0994-4597-b7f8-c87bc2c32218;2025-02-19 10:48:28.546737;T1199;Trusted Relationship;Adversaries may breach or otherwise leverage organizations who have access to intended victims. Access through trusted third party relationship abuses an existing connection that may not be protected or receives less scrutiny than standard mechanisms of gaining access to a network.;Initial Access;;Office 365 | IaaS | Linux | SaaS | Windows | macOS;https://attack.mitre.org/techniques/T1199/;Azure Network Watcher, Azure Virtual Network;Detect, Protect;Partial, Partial;This control can be used to gain insight into normal traffic from trusted third parties which can then be used to detect anomalous traffic that may be indicative of a threat., This control can isolate portions of network that do not require network-wide access, limiting some attackers that leverage trusted relationships such as remote access for vendor maintenance. Coverage partial, Temporal Immediate.;PASS;Security Group linux-vm-nsg from subscription Azure subscription 1 has UDP internet access restricted.;/subscriptions/137ea479-0994-4597-b7f8-c87bc2c32218/resourceGroups/tpot-resources/providers/Microsoft.Network/networkSecurityGroups/linux-vm-nsg;network_udp_internet_access_restricted;False;linux-vm-nsg;eastus
azure;MITRE ATT&CK® is a globally-accessible knowledge base of adversary tactics and techniques based on real-world observations. The ATT&CK knowledge base is used as a foundation for the development of specific threat models and methodologies in the private sector, in government, and in the cybersecurity product and service community.;137ea479-0994-4597-b7f8-c87bc2c32218;2025-02-19 10:48:28.546737;T1048;Exfiltration Over Alternative Protocol;Adversaries may steal data by exfiltrating it over a different protocol than that of the existing command and control channel. The data may also be sent to an alternate network location from the main command and control server.;Exfiltration;;Google Workspace | IaaS | Linux | Network | Office 365 | SaaS | Windows | macOS;https://attack.mitre.org/techniques/T1048/;Alerts for DNS, Azure Defender Alerts for Windows Machines, Azure DNS Analytics, Azure Firewall, Azure Network Traffic Analytics, Azure Network Traffic Analytics, Microsoft Defender for Identity, Network Security Groups;Detect, Detect, Detect, Protect, Detect, Detect, Detect, Detect;Minimal, Minimal, Minimal, Partial, Partial, Minimal, Minimal, Minimal;Can detect anomalous use of DNS. Because this detection is specific to DNS, its coverage score is Minimal resulting in an overall Minimal score., This control's detection is specific to a minority of this technique's sub-techniques and procedure examples resulting in a Minimal Coverage score and consequently an overall score of Minimal., This control can identify anomalous / high talker DNS clients, possibly related to exfil via DNS, This control provides partial protection for this technique's sub-techniques and some of its procedure examples resulting in an overall Partial score., This control can detect anomalous traffic with respect to specific protocols/ports., This control provides minimal coverage for a minority of this technique's sub-techniques and does not cover all procedure examples, resulting in an overall score of Minimal., This control provides Partial detection for one of this technique's sub-techniques, while not providing any detection for the remaining, resulting in a Minimal score., This control provides Partial detection for one of this technique's sub-techniques, while not providing any detection for the remaining, resulting in a Minimal score.;PASS;Security Group linux-vm-nsg from subscription Azure subscription 1 has UDP internet access restricted.;/subscriptions/137ea479-0994-4597-b7f8-c87bc2c32218/resourceGroups/tpot-resources/providers/Microsoft.Network/networkSecurityGroups/linux-vm-nsg;network_udp_internet_access_restricted;False;linux-vm-nsg;eastus
azure;MITRE ATT&CK® is a globally-accessible knowledge base of adversary tactics and techniques based on real-world observations. The ATT&CK knowledge base is used as a foundation for the development of specific threat models and methodologies in the private sector, in government, and in the cybersecurity product and service community.;137ea479-0994-4597-b7f8-c87bc2c32218;2025-02-19 10:48:28.546737;T1499;Endpoint Denial of Service;Adversaries may perform Endpoint Denial of Service (DoS) attacks to degrade or block the availability of services to users. Endpoint DoS can be performed by exhausting the system resources those services are hosted on or exploiting the system to cause a persistent crash condition. Example services include websites, email services, DNS, and web-based applications. Adversaries have been observed conducting DoS attacks for political purposes[1] and to support other malicious activities, including distraction[2], hacktivism, and extortion.;Impact;T1499.002 - Service Exhaustion Flood | T1499.003 - Application Exhaustion Flood | T1499.004 - Application or System Exploitation;Azure AD | Containers | Google Workspace | IaaS | Linux | Office 365 | SaaS | Windows | macOS;https://attack.mitre.org/techniques/T1499/;Azure Automation Update Management, Azure DDOS Protection Standard, Azure Network Traffic Analytics, Azure Private Link, Azure Security Center Recommendations, Network Security Groups;Protect, Protect, Detect, Protect, Protect, Protect;Partial, Significant, Partial, Partial, Minimal, Partial;This control provides protection against the subset of Denial of Service (DOS) attacks that leverage system/application vulnerabilities as opposed to volumetric attacks since it enables automated updates of software and rapid configuration change management., Protects against volumetric and protocol DOS, though not application., This control can identify volumetric and multi-sourced denial-of-service attacks., Prevents Denial of Service (DOS) against systems that would otherwise need to connect via an internet-traversing path (coverage partial, since doesn't apply to systems that must be directly exposed to the Internet), This control provides recommendations for limiting the CPU and memory resources consumed by a container to minimize resource exhaustion attacks. Because this control only covers one sub-technique of this technique, its score is assessed as Minimal., This control provides partial protection for a majority of this control's sub-techinques and procedure examples resulting in overall score of Partial.;PASS;Security Group linux-vm-nsg from subscription Azure subscription 1 has UDP internet access restricted.;/subscriptions/137ea479-0994-4597-b7f8-c87bc2c32218/resourceGroups/tpot-resources/providers/Microsoft.Network/networkSecurityGroups/linux-vm-nsg;network_udp_internet_access_restricted;False;linux-vm-nsg;eastus
azure;MITRE ATT&CK® is a globally-accessible knowledge base of adversary tactics and techniques based on real-world observations. The ATT&CK knowledge base is used as a foundation for the development of specific threat models and methodologies in the private sector, in government, and in the cybersecurity product and service community.;137ea479-0994-4597-b7f8-c87bc2c32218;2025-02-19 10:48:28.546737;T1498;Network Denial of Service;Adversaries may perform Network Denial of Service (DoS) attacks to degrade or block the availability of targeted resources to users. Network DoS can be performed by exhausting the network bandwidth services rely on. Example resources include specific websites, email services, DNS, and web-based applications. Adversaries have been observed conducting network DoS attacks for political purposes[1] and to support other malicious activities, including distraction[2], hacktivism, and extortion.;Impact;;Azure AD | Containers | Google Workspace | IaaS | Linux | Office 365 | SaaS | Windows | macOS;https://attack.mitre.org/techniques/T1498/; Azure DDOS Protection Standard, Azure Private Link, Network Security Groups;Protect, Protect, Protect;Significant, Partial, Partial;Designed to address multiple DDOS techniques including volumetric attacks., Prevents Denial of Service (DOS) against systems that would otherwise need to connect via an internet-traversing path (coverage partial, since doesn't apply to systems that must be directly exposed to the Internet), This control can be used to restrict access to endpoints and thereby mitigate low-end network DOS attacks.;PASS;Security Group linux-vm-nsg from subscription Azure subscription 1 has UDP internet access restricted.;/subscriptions/137ea479-0994-4597-b7f8-c87bc2c32218/resourceGroups/tpot-resources/providers/Microsoft.Network/networkSecurityGroups/linux-vm-nsg;network_udp_internet_access_restricted;False;linux-vm-nsg;eastus
azure;MITRE ATT&CK® is a globally-accessible knowledge base of adversary tactics and techniques based on real-world observations. The ATT&CK knowledge base is used as a foundation for the development of specific threat models and methodologies in the private sector, in government, and in the cybersecurity product and service community.;137ea479-0994-4597-b7f8-c87bc2c32218;2025-02-19 10:48:28.546737;T1046;Network Service Discovery;Adversaries may attempt to get a listing of services running on remote hosts and local network infrastructure devices, including those that may be vulnerable to remote software exploitation. Common methods to acquire this information include port and/or vulnerability scans using tools that are brought onto a system.;Discovery;;Containers | IaaS | Linux | Network | Windows | macOS;https://attack.mitre.org/techniques/T1046/;Azure Firewall, Azure Network Traffic Analytics, Azure Sentinel, Azure Web Application Firewall, Azure Web Application Firewall, Network Security Groups;Protect, Detect, Detect, Detect, Protect, Protect;Partial, Significant, Partial, Partial, Partial, Partial;"This control typically filters external network traffic and therefore can be effective for preventing external network service scanning but network service scanning originating from inside the trusted network is not mitigated. Due to this partial protection coverage, it has been scored as Partial protection., This control can detect network service scanning/discovery activity., The Azure Sentinel Analytics ""High count of connections by client IP on many ports"" query can detect when a given client IP has 30 or more ports used within a 10 minute window, which may indicate malicious scanning. The Azure Sentinel Analytics ""Powershell Empire cmdlets seen in command line"" query can detect scanning via Empire, but does not address other procedures., This control can detect network service scanning of web applications by an adversary. Because this detection is specific to web applications (although frequent targets) and not other application types enumerated in the procedure examples of this technique (e.g. Active Directory), it has been scored as Partial., This control can protect web applications from network service scanning by an adversary. Because this protection is specific to web applications (although frequent targets) and not other application types enumerated in the procedure examples of this technique (e.g. Active Directory), it has been scored as Partial., This control can be used to restrict access to trusted networks.";PASS;Security Group linux-vm-nsg from subscription Azure subscription 1 has UDP internet access restricted.;/subscriptions/137ea479-0994-4597-b7f8-c87bc2c32218/resourceGroups/tpot-resources/providers/Microsoft.Network/networkSecurityGroups/linux-vm-nsg;network_udp_internet_access_restricted;False;linux-vm-nsg;eastus
azure;MITRE ATT&CK® is a globally-accessible knowledge base of adversary tactics and techniques based on real-world observations. The ATT&CK knowledge base is used as a foundation for the development of specific threat models and methodologies in the private sector, in government, and in the cybersecurity product and service community.;137ea479-0994-4597-b7f8-c87bc2c32218;2025-02-19 10:48:28.546737;T1048;Exfiltration Over Alternative Protocol;Adversaries may steal data by exfiltrating it over a different protocol than that of the existing command and control channel. The data may also be sent to an alternate network location from the main command and control server.;Exfiltration;;Google Workspace | IaaS | Linux | Network | Office 365 | SaaS | Windows | macOS;https://attack.mitre.org/techniques/T1048/;Alerts for DNS, Azure Defender Alerts for Windows Machines, Azure DNS Analytics, Azure Firewall, Azure Network Traffic Analytics, Azure Network Traffic Analytics, Microsoft Defender for Identity, Network Security Groups;Detect, Detect, Detect, Protect, Detect, Detect, Detect, Detect;Minimal, Minimal, Minimal, Partial, Partial, Minimal, Minimal, Minimal;Can detect anomalous use of DNS. Because this detection is specific to DNS, its coverage score is Minimal resulting in an overall Minimal score., This control's detection is specific to a minority of this technique's sub-techniques and procedure examples resulting in a Minimal Coverage score and consequently an overall score of Minimal., This control can identify anomalous / high talker DNS clients, possibly related to exfil via DNS, This control provides partial protection for this technique's sub-techniques and some of its procedure examples resulting in an overall Partial score., This control can detect anomalous traffic with respect to specific protocols/ports., This control provides minimal coverage for a minority of this technique's sub-techniques and does not cover all procedure examples, resulting in an overall score of Minimal., This control provides Partial detection for one of this technique's sub-techniques, while not providing any detection for the remaining, resulting in a Minimal score., This control provides Partial detection for one of this technique's sub-techniques, while not providing any detection for the remaining, resulting in a Minimal score.;FAIL;Network Watcher is not enabled for the following locations in subscription 'Azure subscription 1': israelcentral, uaenorth, centralus, westeurope, brazilsouth, jioindiawest, westus3, uksouth, southindia, newzealandnorth, westus2, australiacentral, koreasouth, southcentralus, eastasia, southafricawest, norwayeast, switzerlandnorth, qatarcentral, switzerlandwest, norwaywest, ukwest, spaincentral, australiasoutheast, northcentralus, mexicocentral, brazilus, francesouth, canadaeast, northeurope, brazilsoutheast, polandcentral, canadacentral, germanynorth, japaneast, japanwest, southafricanorth, centralindia, westindia, southeastasia, westus, koreacentral, australiaeast, eastus2, germanywestcentral, italynorth, australiacentral2, swedencentral, jioindiacentral, westcentralus, francecentral, uaecentral.;/subscriptions/137ea479-0994-4597-b7f8-c87bc2c32218/resourceGroups/NetworkWatcherRG/providers/Microsoft.Network/networkWatchers/NetworkWatcher_*;network_watcher_enabled;False;Network Watcher;global
azure;MITRE ATT&CK® is a globally-accessible knowledge base of adversary tactics and techniques based on real-world observations. The ATT&CK knowledge base is used as a foundation for the development of specific threat models and methodologies in the private sector, in government, and in the cybersecurity product and service community.;137ea479-0994-4597-b7f8-c87bc2c32218;2025-02-19 10:48:28.546737;T1499;Endpoint Denial of Service;Adversaries may perform Endpoint Denial of Service (DoS) attacks to degrade or block the availability of services to users. Endpoint DoS can be performed by exhausting the system resources those services are hosted on or exploiting the system to cause a persistent crash condition. Example services include websites, email services, DNS, and web-based applications. Adversaries have been observed conducting DoS attacks for political purposes[1] and to support other malicious activities, including distraction[2], hacktivism, and extortion.;Impact;T1499.002 - Service Exhaustion Flood | T1499.003 - Application Exhaustion Flood | T1499.004 - Application or System Exploitation;Azure AD | Containers | Google Workspace | IaaS | Linux | Office 365 | SaaS | Windows | macOS;https://attack.mitre.org/techniques/T1499/;Azure Automation Update Management, Azure DDOS Protection Standard, Azure Network Traffic Analytics, Azure Private Link, Azure Security Center Recommendations, Network Security Groups;Protect, Protect, Detect, Protect, Protect, Protect;Partial, Significant, Partial, Partial, Minimal, Partial;This control provides protection against the subset of Denial of Service (DOS) attacks that leverage system/application vulnerabilities as opposed to volumetric attacks since it enables automated updates of software and rapid configuration change management., Protects against volumetric and protocol DOS, though not application., This control can identify volumetric and multi-sourced denial-of-service attacks., Prevents Denial of Service (DOS) against systems that would otherwise need to connect via an internet-traversing path (coverage partial, since doesn't apply to systems that must be directly exposed to the Internet), This control provides recommendations for limiting the CPU and memory resources consumed by a container to minimize resource exhaustion attacks. Because this control only covers one sub-technique of this technique, its score is assessed as Minimal., This control provides partial protection for a majority of this control's sub-techinques and procedure examples resulting in overall score of Partial.;FAIL;Network Watcher is not enabled for the following locations in subscription 'Azure subscription 1': israelcentral, uaenorth, centralus, westeurope, brazilsouth, jioindiawest, westus3, uksouth, southindia, newzealandnorth, westus2, australiacentral, koreasouth, southcentralus, eastasia, southafricawest, norwayeast, switzerlandnorth, qatarcentral, switzerlandwest, norwaywest, ukwest, spaincentral, australiasoutheast, northcentralus, mexicocentral, brazilus, francesouth, canadaeast, northeurope, brazilsoutheast, polandcentral, canadacentral, germanynorth, japaneast, japanwest, southafricanorth, centralindia, westindia, southeastasia, westus, koreacentral, australiaeast, eastus2, germanywestcentral, italynorth, australiacentral2, swedencentral, jioindiacentral, westcentralus, francecentral, uaecentral.;/subscriptions/137ea479-0994-4597-b7f8-c87bc2c32218/resourceGroups/NetworkWatcherRG/providers/Microsoft.Network/networkWatchers/NetworkWatcher_*;network_watcher_enabled;False;Network Watcher;global
azure;MITRE ATT&CK® is a globally-accessible knowledge base of adversary tactics and techniques based on real-world observations. The ATT&CK knowledge base is used as a foundation for the development of specific threat models and methodologies in the private sector, in government, and in the cybersecurity product and service community.;137ea479-0994-4597-b7f8-c87bc2c32218;2025-02-19 10:48:28.546737;T1498;Network Denial of Service;Adversaries may perform Network Denial of Service (DoS) attacks to degrade or block the availability of targeted resources to users. Network DoS can be performed by exhausting the network bandwidth services rely on. Example resources include specific websites, email services, DNS, and web-based applications. Adversaries have been observed conducting network DoS attacks for political purposes[1] and to support other malicious activities, including distraction[2], hacktivism, and extortion.;Impact;;Azure AD | Containers | Google Workspace | IaaS | Linux | Office 365 | SaaS | Windows | macOS;https://attack.mitre.org/techniques/T1498/; Azure DDOS Protection Standard, Azure Private Link, Network Security Groups;Protect, Protect, Protect;Significant, Partial, Partial;Designed to address multiple DDOS techniques including volumetric attacks., Prevents Denial of Service (DOS) against systems that would otherwise need to connect via an internet-traversing path (coverage partial, since doesn't apply to systems that must be directly exposed to the Internet), This control can be used to restrict access to endpoints and thereby mitigate low-end network DOS attacks.;FAIL;Network Watcher is not enabled for the following locations in subscription 'Azure subscription 1': israelcentral, uaenorth, centralus, westeurope, brazilsouth, jioindiawest, westus3, uksouth, southindia, newzealandnorth, westus2, australiacentral, koreasouth, southcentralus, eastasia, southafricawest, norwayeast, switzerlandnorth, qatarcentral, switzerlandwest, norwaywest, ukwest, spaincentral, australiasoutheast, northcentralus, mexicocentral, brazilus, francesouth, canadaeast, northeurope, brazilsoutheast, polandcentral, canadacentral, germanynorth, japaneast, japanwest, southafricanorth, centralindia, westindia, southeastasia, westus, koreacentral, australiaeast, eastus2, germanywestcentral, italynorth, australiacentral2, swedencentral, jioindiacentral, westcentralus, francecentral, uaecentral.;/subscriptions/137ea479-0994-4597-b7f8-c87bc2c32218/resourceGroups/NetworkWatcherRG/providers/Microsoft.Network/networkWatchers/NetworkWatcher_*;network_watcher_enabled;False;Network Watcher;global
azure;MITRE ATT&CK® is a globally-accessible knowledge base of adversary tactics and techniques based on real-world observations. The ATT&CK knowledge base is used as a foundation for the development of specific threat models and methodologies in the private sector, in government, and in the cybersecurity product and service community.;137ea479-0994-4597-b7f8-c87bc2c32218;2025-02-19 10:48:28.546737;T1046;Network Service Discovery;Adversaries may attempt to get a listing of services running on remote hosts and local network infrastructure devices, including those that may be vulnerable to remote software exploitation. Common methods to acquire this information include port and/or vulnerability scans using tools that are brought onto a system.;Discovery;;Containers | IaaS | Linux | Network | Windows | macOS;https://attack.mitre.org/techniques/T1046/;Azure Firewall, Azure Network Traffic Analytics, Azure Sentinel, Azure Web Application Firewall, Azure Web Application Firewall, Network Security Groups;Protect, Detect, Detect, Detect, Protect, Protect;Partial, Significant, Partial, Partial, Partial, Partial;"This control typically filters external network traffic and therefore can be effective for preventing external network service scanning but network service scanning originating from inside the trusted network is not mitigated. Due to this partial protection coverage, it has been scored as Partial protection., This control can detect network service scanning/discovery activity., The Azure Sentinel Analytics ""High count of connections by client IP on many ports"" query can detect when a given client IP has 30 or more ports used within a 10 minute window, which may indicate malicious scanning. The Azure Sentinel Analytics ""Powershell Empire cmdlets seen in command line"" query can detect scanning via Empire, but does not address other procedures., This control can detect network service scanning of web applications by an adversary. Because this detection is specific to web applications (although frequent targets) and not other application types enumerated in the procedure examples of this technique (e.g. Active Directory), it has been scored as Partial., This control can protect web applications from network service scanning by an adversary. Because this protection is specific to web applications (although frequent targets) and not other application types enumerated in the procedure examples of this technique (e.g. Active Directory), it has been scored as Partial., This control can be used to restrict access to trusted networks.";FAIL;Network Watcher is not enabled for the following locations in subscription 'Azure subscription 1': israelcentral, uaenorth, centralus, westeurope, brazilsouth, jioindiawest, westus3, uksouth, southindia, newzealandnorth, westus2, australiacentral, koreasouth, southcentralus, eastasia, southafricawest, norwayeast, switzerlandnorth, qatarcentral, switzerlandwest, norwaywest, ukwest, spaincentral, australiasoutheast, northcentralus, mexicocentral, brazilus, francesouth, canadaeast, northeurope, brazilsoutheast, polandcentral, canadacentral, germanynorth, japaneast, japanwest, southafricanorth, centralindia, westindia, southeastasia, westus, koreacentral, australiaeast, eastus2, germanywestcentral, italynorth, australiacentral2, swedencentral, jioindiacentral, westcentralus, francecentral, uaecentral.;/subscriptions/137ea479-0994-4597-b7f8-c87bc2c32218/resourceGroups/NetworkWatcherRG/providers/Microsoft.Network/networkWatchers/NetworkWatcher_*;network_watcher_enabled;False;Network Watcher;global
azure;MITRE ATT&CK® is a globally-accessible knowledge base of adversary tactics and techniques based on real-world observations. The ATT&CK knowledge base is used as a foundation for the development of specific threat models and methodologies in the private sector, in government, and in the cybersecurity product and service community.;137ea479-0994-4597-b7f8-c87bc2c32218;2025-02-19 10:48:28.546737;T1049;System Network Connections Discovery;Adversaries may attempt to get a listing of network connections to or from the compromised system they are currently accessing or from remote systems by querying for information over the network.;Discovery;;IaaS | Linux | Network | Windows | macOS;https://attack.mitre.org/techniques/T1049/;Azure Sentinel;Detect;Minimal;"The Azure Sentinel Analytics ""Powershell Empire cmdlets seen in command line"" query can detect the use of Empire, which can enumerate the current network connections of a host, but does not address other procedures.";FAIL;Network Watcher is not enabled for the following locations in subscription 'Azure subscription 1': israelcentral, uaenorth, centralus, westeurope, brazilsouth, jioindiawest, westus3, uksouth, southindia, newzealandnorth, westus2, australiacentral, koreasouth, southcentralus, eastasia, southafricawest, norwayeast, switzerlandnorth, qatarcentral, switzerlandwest, norwaywest, ukwest, spaincentral, australiasoutheast, northcentralus, mexicocentral, brazilus, francesouth, canadaeast, northeurope, brazilsoutheast, polandcentral, canadacentral, germanynorth, japaneast, japanwest, southafricanorth, centralindia, westindia, southeastasia, westus, koreacentral, australiaeast, eastus2, germanywestcentral, italynorth, australiacentral2, swedencentral, jioindiacentral, westcentralus, francecentral, uaecentral.;/subscriptions/137ea479-0994-4597-b7f8-c87bc2c32218/resourceGroups/NetworkWatcherRG/providers/Microsoft.Network/networkWatchers/NetworkWatcher_*;network_watcher_enabled;False;Network Watcher;global
azure;MITRE ATT&CK® is a globally-accessible knowledge base of adversary tactics and techniques based on real-world observations. The ATT&CK knowledge base is used as a foundation for the development of specific threat models and methodologies in the private sector, in government, and in the cybersecurity product and service community.;137ea479-0994-4597-b7f8-c87bc2c32218;2025-02-19 10:48:28.546737;T1119;Automated Collection;Once established within a system or network, an adversary may use automated techniques for collecting internal data. Methods for performing this technique could include use of a Command and Scripting Interpreter to search for and copy information fitting set criteria such as file type, location, or name at specific time intervals. In cloud-based environments, adversaries may also use cloud APIs, command line interfaces, or extract, transform, and load (ETL) services to automatically collect data. This functionality could also be built into remote access tools.;Collection;;IaaS | Linux | SaaS | Windows | macOS;https://attack.mitre.org/techniques/T1119/;Cloud App Security Policies, Cloud App Security Policies, Azure Sentinel;Detect, Protect, Detect;Partial, Partial, Minimal;"This control can detect sensitive information at rest, which may be indicative of data collection activities., This control's Information protection policies can detect and encrypt sensitive information at rest on supported platforms, which can inhibit automated data collection activities., The following Azure Sentinel Hunting queries can identify potentially malicious automated collection: ""Multiple large queries made by user"" and ""Query data volume anomolies"" can identify that automated queries are being used to collect data in bulk. ""New ServicePrincipal running queries"" can indicate that an application is performing automated collection via queries.The following Azure Sentinel Analytics queries can identify potentially malicious automated collection: ""Mass secret retrieval from Azure Key Vault"" and ""Azure Key Vault access TimeSeries anomaly"" can detect a sudden increase in access counts, which may indicate that an adversary is dumping credentials via automated methods. ""Users searching for VIP user activity"" can identify potentially suspicious Log Analytics queries by users looking for a listing of 'VIP' activity.The coverage for these queries is minimal (applicable to specific technologies) resulting in an overall Minimal score.";FAIL;Disk '124ec529-ecc5-40c5-b9f3-7891879d757e' is not encrypted with a customer-managed key in subscription Azure subscription 1.;/subscriptions/137ea479-0994-4597-b7f8-c87bc2c32218/resourceGroups/LOYA/providers/Microsoft.Compute/disks/tpot-vm_OsDisk_1_124ec529ecc540c5b9f37891879d757e;vm_ensure_attached_disks_encrypted_with_cmk;False;tpot-vm_OsDisk_1_124ec529ecc540c5b9f37891879d757e;eastus
azure;MITRE ATT&CK® is a globally-accessible knowledge base of adversary tactics and techniques based on real-world observations. The ATT&CK knowledge base is used as a foundation for the development of specific threat models and methodologies in the private sector, in government, and in the cybersecurity product and service community.;137ea479-0994-4597-b7f8-c87bc2c32218;2025-02-19 10:48:28.546737;T1530;Data from Cloud Storage;Adversaries may collect sensitive data from these cloud storage solutions. Providers typically offer security guides to help end users configure systems, though misconfigurations are a common problem.[5][6][7] There have been numerous incidents where cloud storage has been improperly secured, typically by unintentionally allowing public access to unauthenticated users, overly-broad access by all users, or even access for any anonymous person outside the control of the Identity Access Management system without even needing basic user permissions.;Collection;;IaaS | SaaS;https://attack.mitre.org/techniques/T1530/;Azure Defender for Storage, Azure Policy, Azure Sentinel, Cloud App Security Policies, Conditional Access, Azure Resource Manager;Detect, Protect, Detect, Detect, Protect, Protect;Significant, Partial, Minimal, Partial, Minimal, Partial;"A variety of alerts may be generated by malicious access and enumeration of Azure Storage., This control may provide recommendations to enable Azure Defender for Storage and other security controls to prevent access to data from cloud storage objects., The Azure Sentinel Hunting ""Anomalous Data Access"" query identifies all users performing out-of-profile read operations regarding data or files, which may be indicative of adversarial collection from cloud storage objects., This control can detect use of unsanctioned business apps and data exfil to unsanctioned storage apps., Conditional Access, when granting (risky) users access to cloud storage, specifically OneDrive, can restrict what they can do in these applications using its app-enforced restrictions. For example, it can enforce that users on unmanaged devices will have browser-only access to OneDrive with no ability to download, print, or sync files. This can impede an adversary's ability to exfiltrate data from OneDrive. The protection coverage provided by this control is Minimal as it doesn't provide protection for other storage services available on Azure such as the Azure Storage service., This control can be used to limit the number of users that have access to storage solutions except for the applications, users, and services that require access, thereby reducing the attack surface.";FAIL;Disk '124ec529-ecc5-40c5-b9f3-7891879d757e' is not encrypted with a customer-managed key in subscription Azure subscription 1.;/subscriptions/137ea479-0994-4597-b7f8-c87bc2c32218/resourceGroups/LOYA/providers/Microsoft.Compute/disks/tpot-vm_OsDisk_1_124ec529ecc540c5b9f37891879d757e;vm_ensure_attached_disks_encrypted_with_cmk;False;tpot-vm_OsDisk_1_124ec529ecc540c5b9f37891879d757e;eastus
azure;MITRE ATT&CK® is a globally-accessible knowledge base of adversary tactics and techniques based on real-world observations. The ATT&CK knowledge base is used as a foundation for the development of specific threat models and methodologies in the private sector, in government, and in the cybersecurity product and service community.;137ea479-0994-4597-b7f8-c87bc2c32218;2025-02-19 10:48:28.546737;T1119;Automated Collection;Once established within a system or network, an adversary may use automated techniques for collecting internal data. Methods for performing this technique could include use of a Command and Scripting Interpreter to search for and copy information fitting set criteria such as file type, location, or name at specific time intervals. In cloud-based environments, adversaries may also use cloud APIs, command line interfaces, or extract, transform, and load (ETL) services to automatically collect data. This functionality could also be built into remote access tools.;Collection;;IaaS | Linux | SaaS | Windows | macOS;https://attack.mitre.org/techniques/T1119/;Cloud App Security Policies, Cloud App Security Policies, Azure Sentinel;Detect, Protect, Detect;Partial, Partial, Minimal;"This control can detect sensitive information at rest, which may be indicative of data collection activities., This control's Information protection policies can detect and encrypt sensitive information at rest on supported platforms, which can inhibit automated data collection activities., The following Azure Sentinel Hunting queries can identify potentially malicious automated collection: ""Multiple large queries made by user"" and ""Query data volume anomolies"" can identify that automated queries are being used to collect data in bulk. ""New ServicePrincipal running queries"" can indicate that an application is performing automated collection via queries.The following Azure Sentinel Analytics queries can identify potentially malicious automated collection: ""Mass secret retrieval from Azure Key Vault"" and ""Azure Key Vault access TimeSeries anomaly"" can detect a sudden increase in access counts, which may indicate that an adversary is dumping credentials via automated methods. ""Users searching for VIP user activity"" can identify potentially suspicious Log Analytics queries by users looking for a listing of 'VIP' activity.The coverage for these queries is minimal (applicable to specific technologies) resulting in an overall Minimal score.";FAIL;Disk 'c56507c2-ec2a-4d1f-a12f-5730098e359a' is not encrypted with a customer-managed key in subscription Azure subscription 1.;/subscriptions/137ea479-0994-4597-b7f8-c87bc2c32218/resourceGroups/TPOT-RESOURCES/providers/Microsoft.Compute/disks/tpot-disk;vm_ensure_attached_disks_encrypted_with_cmk;False;tpot-disk;eastus
